"driver_id","total_rides","total_users","rides_completed","rides_canceled","reviews","avg_ratings"
"114637","16","16","15","1","10","2.33"
"114648","8","8","6","2","3","2.33"
"114689","13","13","12","1","7","2.33"
"114752","11","11","10","1","6","2.33"
"114862","16","16","13","3","6","2.33"
"115092","12","12","9","3","8","2.33"
"115126","13","13","11","2","8","2.33"
"115215","14","14","13","1","11","2.33"
"115348","18","18","18","0","12","2.33"
"115435","13","13","11","2","7","2.33"
"115563","9","9","7","2","3","2.33"
"115583","17","17","16","1","8","2.33"
"115596","13","13","11","2","9","2.33"
"115598","22","22","17","5","12","2.33"
"115731","7","7","7","0","5","2.33"
"115831","16","16","14","2","8","2.33"
"115869","14","14","10","4","9","2.33"
"115904","14","14","13","1","10","2.33"
"115919","16","16","15","1","8","2.33"
"115984","14","14","14","0","12","2.33"
"115999","15","15","15","0","10","2.33"
"116018","13","13","11","2","9","2.33"
"116245","10","10","9","1","7","2.33"
"116310","13","13","8","5","6","2.33"
"116329","12","12","10","2","9","2.33"
"116594","15","15","14","1","12","2.33"
"116705","6","6","6","0","4","2.33"
"116858","10","10","10","0","6","2.33"
"116910","8","8","8","0","6","2.33"
"116936","9","9","9","0","6","2.33"
"116970","5","5","5","0","4","2.33"
"117009","18","18","15","3","12","2.33"
"117178","10","10","9","1","7","2.33"
"117210","9","9","9","0","4","2.33"
"117221","12","12","12","0","6","2.33"
"117248","9","9","8","1","6","2.33"
"117336","10","10","8","2","5","2.33"
"101207","16","16","13","3","11","2.32"
"111567","19","19","18","1","12","2.32"
"111720","18","18","17","1","14","2.32"
"117016","24","24","23","1","18","2.32"
"100317","15","15","14","1","10","2.31"
"102497","11","11","11","0","9","2.31"
"102879","14","14","12","2","11","2.31"
"103620","17","17","16","1","11","2.31"
"103668","18","18","16","2","13","2.31"
"103798","12","12","12","0","10","2.31"
"104097","16","16","14","2","11","2.31"
"104230","16","16","14","2","9","2.31"
"104360","14","14","13","1","11","2.31"
"104512","11","11","10","1","10","2.31"
"104956","14","14","13","1","9","2.31"
"106591","18","18","18","0","11","2.31"
"106745","10","10","8","2","7","2.31"
"106830","12","12","11","1","9","2.31"
"106871","15","15","14","1","11","2.31"
"107125","11","11","11","0","8","2.31"
"107625","21","21","20","1","13","2.31"
"107920","14","14","13","1","9","2.31"
"109164","15","15","14","1","11","2.31"
"109943","15","15","14","1","10","2.31"
"110081","17","17","17","0","12","2.31"
"110321","13","13","11","2","10","2.31"
"110415","8","8","8","0","8","2.31"
"110904","17","17","15","2","11","2.31"
"111175","20","20","18","2","9","2.31"
"111957","13","13","12","1","9","2.31"
"112811","12","12","12","0","11","2.31"
"114013","14","14","13","1","10","2.31"
"114442","15","15","14","1","9","2.31"
"115180","13","13","11","2","9","2.31"
"115744","13","13","11","2","10","2.31"
"116021","14","14","13","1","9","2.31"
"116124","19","19","18","1","14","2.31"
"116534","19","19","19","0","12","2.31"
"100614","10","10","10","0","8","2.30"
"100650","13","13","13","0","6","2.30"
"100827","13","13","11","2","8","2.30"
"101059","16","16","11","5","9","2.30"
"101152","11","11","10","1","8","2.30"
"101195","12","12","11","1","7","2.30"
"101552","12","12","10","2","6","2.30"
"101558","12","12","9","3","6","2.30"
"101693","13","13","11","2","6","2.30"
"101793","13","13","11","2","7","2.30"
"101821","14","14","13","1","6","2.30"
"102019","12","12","11","1","6","2.30"
"102137","9","9","7","2","6","2.30"
"102310","15","15","11","4","7","2.30"
"102455","12","12","12","0","7","2.30"
"102825","16","16","15","1","11","2.30"
"103816","20","20","17","3","11","2.30"
"103906","10","10","9","1","7","2.30"
"103908","18","18","18","0","13","2.30"
"104128","13","13","12","1","7","2.30"
"104190","17","17","14","3","9","2.30"
"104355","13","13","11","2","7","2.30"
"104377","13","13","13","0","9","2.30"
"104395","14","14","13","1","10","2.30"
"105051","18","18","13","5","8","2.30"
"105065","13","13","12","1","6","2.30"
"105514","11","11","11","0","7","2.30"
"105592","17","17","17","0","15","2.30"
"105724","13","13","11","2","10","2.30"
"106243","13","13","12","1","6","2.30"
"106553","14","14","12","2","7","2.30"
"107174","10","10","9","1","7","2.30"
"107236","13","13","12","1","6","2.30"
"107439","14","14","11","3","6","2.30"
"107972","21","21","20","1","17","2.30"
"108154","17","17","14","3","10","2.30"
"108210","15","15","13","2","6","2.30"
"108286","10","10","7","3","6","2.30"
"108322","16","16","14","2","10","2.30"
"108402","9","9","8","1","6","2.30"
"108802","10","10","9","1","7","2.30"
"108910","9","9","8","1","6","2.30"
"108921","9","9","9","0","7","2.30"
"109643","17","17","15","2","10","2.30"
"109889","17","17","17","0","13","2.30"
"110175","14","14","13","1","10","2.30"
"110254","13","13","11","2","7","2.30"
"110402","14","14","12","2","10","2.30"
"110756","19","19","19","0","17","2.30"
"110983","16","16","14","2","10","2.30"
"111691","11","11","9","2","6","2.30"
"112082","18","18","17","1","14","2.30"
"112475","18","18","17","1","11","2.30"
"112497","15","15","13","2","7","2.30"
"112786","9","9","8","1","7","2.30"
"112851","16","16","14","2","8","2.30"
"112927","12","12","12","0","6","2.30"
"113131","11","11","9","2","7","2.30"
"113181","17","17","17","0","9","2.30"
"113544","13","13","11","2","6","2.30"
"114457","18","18","15","3","13","2.30"
"114541","14","14","14","0","9","2.30"
"114792","18","18","16","2","13","2.30"
"114986","17","17","15","2","11","2.30"
"116027","11","11","10","1","6","2.30"
"116069","11","11","10","1","7","2.30"
"116277","12","12","9","3","6","2.30"
"116553","8","8","7","1","6","2.30"
"116746","13","13","12","1","10","2.30"
"116904","8","8","7","1","6","2.30"
"100452","16","16","14","2","10","2.29"
"100672","11","11","9","2","7","2.29"
"101133","14","14","10","4","7","2.29"
"101330","14","14","13","1","13","2.29"
"101485","14","14","13","1","10","2.29"
"101680","18","18","17","1","10","2.29"
"101837","17","17","16","1","12","2.29"
"102525","12","12","12","0","7","2.29"
"102713","9","9","8","1","7","2.29"
"102749","9","9","9","0","8","2.29"
"103006","14","14","13","1","10","2.29"
"103214","15","15","14","1","13","2.29"
"103349","13","13","12","1","11","2.29"
"103799","14","14","12","2","8","2.29"
"104800","13","13","13","0","9","2.29"
"104801","12","12","12","0","8","2.29"
"104864","13","13","13","0","10","2.29"
"105067","14","14","14","0","9","2.29"
"105113","17","17","16","1","15","2.29"
"105452","18","18","16","2","13","2.29"
"105703","24","24","20","4","15","2.29"
"105902","13","13","12","1","9","2.29"
"105905","13","13","12","1","11","2.29"
"105918","16","16","16","0","12","2.29"
"106000","17","17","16","1","11","2.29"
"106974","11","11","10","1","7","2.29"
"107147","20","20","18","2","14","2.29"
"107263","13","13","11","2","9","2.29"
"107323","14","14","13","1","8","2.29"
"107333","20","20","20","0","13","2.29"
"107692","13","13","12","1","11","2.29"
"107808","15","14","15","0","11","2.29"
"107908","18","18","17","1","13","2.29"
"108176","17","17","14","3","9","2.29"
"108593","18","18","16","2","9","2.29"
"109281","24","24","19","5","15","2.29"
"109323","20","20","18","2","14","2.29"
"109787","14","14","14","0","12","2.29"
"109950","15","15","12","3","8","2.29"
"109992","14","14","12","2","10","2.29"
"110088","13","13","12","1","7","2.29"
"111601","21","21","20","1","12","2.29"
"111755","17","17","14","3","10","2.29"
"112113","13","13","13","0","10","2.29"
"112149","17","17","16","1","12","2.29"
"112381","13","13","13","0","12","2.29"
"112697","18","18","15","3","11","2.29"
"112699","11","11","10","1","7","2.29"
"112789","12","12","10","2","10","2.29"
"113042","15","15","14","1","11","2.29"
"113566","20","20","17","3","12","2.29"
"113943","16","16","14","2","9","2.29"
"114028","12","12","10","2","7","2.29"
"114773","20","20","14","6","8","2.29"
"115132","14","14","13","1","7","2.29"
"115143","13","13","11","2","10","2.29"
"115616","9","9","9","0","7","2.29"
"116146","10","10","8","2","7","2.29"
"116647","14","14","12","2","7","2.29"
"116801","11","11","11","0","8","2.29"
"117152","14","14","9","5","8","2.29"
"117597","17","17","17","0","11","2.29"
"117603","15","15","14","1","9","2.29"
"100290","15","15","14","1","11","2.28"
"100833","17","17","16","1","13","2.28"
"102382","17","17","13","4","9","2.28"
"102451","17","17","16","1","12","2.28"
"102812","15","15","14","1","11","2.28"
"102975","16","16","13","3","9","2.28"
"103499","12","12","12","0","9","2.28"
"105251","16","16","15","1","10","2.28"
"105643","14","14","13","1","8","2.28"
"106089","10","10","9","1","6","2.28"
"107961","17","17","14","3","10","2.28"
"108022","11","11","10","1","6","2.28"
"108116","21","21","19","2","16","2.28"
"109754","14","14","13","1","11","2.28"
"110059","11","11","11","0","7","2.28"
"111049","14","14","13","1","9","2.28"
"112535","19","19","18","1","15","2.28"
"114211","14","14","14","0","11","2.28"
"115503","15","15","13","2","9","2.28"
"115551","16","16","14","2","10","2.28"
"115712","23","23","22","1","16","2.28"
"116020","16","16","14","2","10","2.28"
"116622","19","19","18","1","12","2.28"
"102043","15","15","15","0","13","2.27"
"102792","11","11","9","2","8","2.27"
"103915","13","13","13","0","8","2.27"
"104614","17","17","16","1","15","2.27"
"104787","11","11","10","1","8","2.27"
"107389","13","13","13","0","9","2.27"
"107599","15","15","14","1","10","2.27"
"108961","10","10","9","1","7","2.27"
"109523","15","15","13","2","7","2.27"
"110435","17","17","14","3","9","2.27"
"110615","17","17","15","2","11","2.27"
"111163","17","17","16","1","15","2.27"
"111978","12","12","11","1","7","2.27"
"112683","12","12","12","0","7","2.27"
"113191","13","13","13","0","9","2.27"
"113545","13","13","12","1","8","2.27"
"113605","15","15","13","2","11","2.27"
"113677","9","9","9","0","7","2.27"
"114016","12","12","12","0","7","2.27"
"114264","12","12","11","1","7","2.27"
"114650","14","14","12","2","9","2.27"
"115830","15","15","15","0","8","2.27"
"115965","12","12","11","1","8","2.27"
"116644","14","14","12","2","9","2.27"
"117470","11","11","9","2","7","2.27"
"100392","15","15","13","2","10","2.26"
"101277","23","23","21","2","17","2.26"
"103726","18","18","15","3","12","2.26"
"105804","18","18","17","1","15","2.26"
"106037","22","22","18","4","12","2.26"
"106231","15","15","15","0","12","2.26"
"108394","11","11","11","0","10","2.26"
"109507","16","16","14","2","11","2.26"
"109586","12","12","12","0","11","2.26"
"110000","24","24","21","3","14","2.26"
"110634","21","21","19","2","12","2.26"
"111214","16","16","16","0","13","2.26"
"111563","19","19","16","3","14","2.26"
"112090","17","17","17","0","12","2.26"
"113738","20","20","17","3","15","2.26"
"114310","25","25","21","4","13","2.26"
"115007","14","14","13","1","10","2.26"
"115797","15","15","14","1","12","2.26"
"100031","13","13","11","2","7","2.25"
"100062","17","17","16","1","13","2.25"
"100073","10","9","10","0","8","2.25"
"100295","26","26","23","3","20","2.25"
"100340","10","10","9","1","7","2.25"
"100350","10","10","9","1","7","2.25"
"100705","15","15","13","2","9","2.25"
"100991","13","13","12","1","10","2.25"
"100992","19","19","15","4","10","2.25"
"101077","9","9","9","0","8","2.25"
"101212","10","10","9","1","7","2.25"
"101226","17","17","16","1","11","2.25"
"101281","15","15","13","2","7","2.25"
"101536","11","11","11","0","4","2.25"
"101646","11","11","9","2","5","2.25"
"101683","11","11","10","1","8","2.25"
"101687","16","16","13","3","10","2.25"
"101827","15","15","14","1","9","2.25"
"101828","15","15","13","2","7","2.25"
"101844","16","16","14","2","9","2.25"
"101887","9","9","7","2","5","2.25"
"101957","8","8","8","0","5","2.25"
"102054","15","15","11","4","6","2.25"
"102279","14","14","14","0","7","2.25"
"102284","8","8","7","1","5","2.25"
"102416","9","9","8","1","5","2.25"
"102469","14","14","14","0","10","2.25"
"102470","10","10","9","1","6","2.25"
"102581","11","11","8","3","5","2.25"
"102732","8","8","7","1","4","2.25"
"102742","14","14","11","3","6","2.25"
"102786","12","12","12","0","6","2.25"
"102816","13","13","12","1","8","2.25"
"102991","7","7","6","1","5","2.25"
"102992","10","10","7","3","5","2.25"
"103024","11","11","9","2","6","2.25"
"103171","10","10","8","2","5","2.25"
"103173","13","13","12","1","10","2.25"
"103176","12","12","10","2","6","2.25"
"103252","15","14","14","1","11","2.25"
"103260","12","12","10","2","6","2.25"
"103353","10","10","9","1","4","2.25"
"103517","8","8","7","1","6","2.25"
"103681","17","17","15","2","8","2.25"
"103727","14","14","11","3","4","2.25"
"103823","18","18","14","4","8","2.25"
"104037","15","15","14","1","8","2.25"
"104059","14","14","11","3","4","2.25"
"104070","15","15","13","2","10","2.25"
"104257","11","11","10","1","5","2.25"
"104336","11","11","11","0","7","2.25"
"104649","17","17","16","1","11","2.25"
"104676","9","9","6","3","3","2.25"
"104694","17","17","17","0","10","2.25"
"104696","12","12","12","0","6","2.25"
"104780","14","14","10","4","8","2.25"
"104839","15","15","14","1","10","2.25"
"104950","11","11","10","1","4","2.25"
"105008","8","8","8","0","5","2.25"
"105217","8","8","8","0","5","2.25"
"105241","12","12","11","1","8","2.25"
"105274","7","7","7","0","5","2.25"
"105387","11","11","10","1","6","2.25"
"105571","6","6","5","1","4","2.25"
"105873","14","14","11","3","6","2.25"
"105899","12","12","10","2","5","2.25"
"106004","14","13","14","0","7","2.25"
"106078","13","13","12","1","8","2.25"
"106117","15","15","12","3","8","2.25"
"106127","19","19","16","3","14","2.25"
"106170","12","12","9","3","7","2.25"
"106228","11","11","8","3","4","2.25"
"106633","10","10","9","1","5","2.25"
"106687","16","16","15","1","8","2.25"
"106730","8","8","8","0","4","2.25"
"106769","14","14","12","2","6","2.25"
"106780","10","10","10","0","6","2.25"
"106858","9","9","8","1","5","2.25"
"107063","11","11","8","3","7","2.25"
"107138","11","11","9","2","5","2.25"
"107298","12","12","12","0","9","2.25"
"107327","9","9","8","1","6","2.25"
"107560","7","7","5","2","4","2.25"
"107750","9","9","9","0","6","2.25"
"108080","7","7","6","1","5","2.25"
"108183","10","10","8","2","4","2.25"
"108409","11","11","10","1","7","2.25"
"108422","11","11","11","0","7","2.25"
"108474","15","15","13","2","6","2.25"
"108631","12","12","11","1","9","2.25"
"108641","10","10","10","0","8","2.25"
"108650","18","18","18","0","13","2.25"
"108694","10","10","9","1","4","2.25"
"108801","17","17","16","1","12","2.25"
"108876","19","19","17","2","12","2.25"
"109059","17","17","16","1","10","2.25"
"109089","7","7","7","0","4","2.25"
"109202","11","11","11","0","10","2.25"
"109241","9","9","7","2","4","2.25"
"109570","16","16","15","1","9","2.25"
"109709","13","13","10","3","7","2.25"
"109775","14","14","11","3","8","2.25"
"109813","14","14","14","0","10","2.25"
"109891","15","15","14","1","9","2.25"
"110155","10","10","9","1","6","2.25"
"110207","12","12","9","3","4","2.25"
"110383","8","8","7","1","6","2.25"
"110540","8","8","8","0","4","2.25"
"110647","9","9","8","1","5","2.25"
"110715","16","16","16","0","8","2.25"
"111060","7","7","7","0","6","2.25"
"111106","18","18","16","2","12","2.25"
"111237","13","13","11","2","5","2.25"
"111399","14","14","14","0","9","2.25"
"111663","7","7","7","0","6","2.25"
"111706","11","11","11","0","8","2.25"
"111716","10","10","9","1","4","2.25"
"111980","9","9","9","0","5","2.25"
"112331","18","18","17","1","9","2.25"
"112340","11","11","10","1","9","2.25"
"112415","13","13","13","0","9","2.25"
"112571","13","13","10","3","8","2.25"
"112691","13","13","13","0","8","2.25"
"112696","19","19","18","1","15","2.25"
"112924","12","12","11","1","5","2.25"
"113103","18","18","16","2","12","2.25"
"113127","19","19","18","1","7","2.25"
"113134","7","7","5","2","4","2.25"
"113161","15","15","13","2","8","2.25"
"113366","12","12","12","0","10","2.25"
"113512","11","11","9","2","6","2.25"
"113539","11","11","10","1","4","2.25"
"113555","10","10","10","0","6","2.25"
"113755","16","16","16","0","10","2.25"
"113820","8","8","7","1","5","2.25"
"114155","11","11","11","0","8","2.25"
"114348","18","18","17","1","14","2.25"
"114537","10","10","9","1","7","2.25"
"114547","8","8","7","1","6","2.25"
"114645","15","15","14","1","10","2.25"
"114786","13","13","11","2","8","2.25"
"114823","8","8","8","0","7","2.25"
"114930","9","9","7","2","5","2.25"
"115065","15","15","13","2","9","2.25"
"115071","15","15","13","2","7","2.25"
"115202","7","7","7","0","4","2.25"
"115527","15","15","13","2","10","2.25"
"115704","18","18","18","0","9","2.25"
"115891","14","14","14","0","8","2.25"
"115988","9","9","7","2","4","2.25"
"116013","16","16","13","3","8","2.25"
"116185","13","13","12","1","10","2.25"
"116282","13","13","10","3","5","2.25"
"116288","14","14","12","2","6","2.25"
"116308","15","15","15","0","10","2.25"
"116340","7","7","6","1","4","2.25"
"116387","9","9","7","2","4","2.25"
"116445","13","13","12","1","8","2.25"
"116497","13","13","12","1","7","2.25"
"116535","11","11","9","2","6","2.25"
"116538","9","9","7","2","5","2.25"
"116725","14","14","13","1","7","2.25"
"116777","13","13","11","2","8","2.25"
"116915","13","13","13","0","10","2.25"
"117043","14","14","13","1","8","2.25"
"117528","9","9","8","1","5","2.25"
"102489","15","15","13","2","10","2.24"
"102682","17","17","15","2","12","2.24"
"107591","18","18","17","1","13","2.24"
"109690","18","18","17","1","13","2.24"
"110566","21","21","15","6","12","2.24"
"110739","13","13","12","1","9","2.24"
"111442","13","13","13","0","11","2.24"
"113145","16","16","15","1","12","2.24"
"101613","13","13","11","2","9","2.23"
"102998","19","19","17","2","11","2.23"
"103650","18","18","17","1","15","2.23"
"104684","17","17","15","2","10","2.23"
"105856","12","12","11","1","8","2.23"
"106434","10","10","9","1","8","2.23"
"113020","17","17","16","1","14","2.23"
"114098","17","17","15","2","12","2.23"
"115224","13","13","12","1","8","2.23"
"100113","12","12","12","0","8","2.22"
"101346","12","12","12","0","9","2.22"
"101377","11","11","9","2","8","2.22"
"101971","18","18","16","2","10","2.22"
"102759","12","12","12","0","8","2.22"
"103049","13","13","12","1","9","2.22"
"103763","12","12","11","1","9","2.22"
"104081","21","21","19","2","14","2.22"
"104567","17","17","17","0","9","2.22"
"104663","18","18","16","2","12","2.22"
"104695","13","13","11","2","9","2.22"
"104706","16","16","15","1","11","2.22"
"105289","12","12","11","1","8","2.22"
"105815","18","18","16","2","11","2.22"
"106102","17","17","16","1","11","2.22"
"106592","11","11","10","1","10","2.22"
"109765","18","18","15","3","9","2.22"
"110064","15","15","15","0","13","2.22"
"110320","8","8","8","0","5","2.22"
"110394","13","13","11","2","7","2.22"
"111042","18","18","17","1","11","2.22"
"111881","19","19","17","2","14","2.22"
"112367","16","16","15","1","11","2.22"
"112954","15","15","15","0","11","2.22"
"113348","18","18","17","1","12","2.22"
"115709","14","14","10","4","8","2.22"
"115768","18","18","18","0","13","2.22"
"116643","13","13","12","1","8","2.22"
"116767","18","18","17","1","13","2.22"
"116886","15","15","15","0","13","2.22"
"100396","11","11","11","0","7","2.21"
"100926","15","15","14","1","8","2.21"
"101156","14","14","12","2","9","2.21"
"101392","18","18","16","2","10","2.21"
"101695","13","13","13","0","9","2.21"
"102188","20","20","20","0","15","2.21"
"102201","16","16","13","3","11","2.21"
"102790","10","10","10","0","8","2.21"
"103276","16","16","11","5","7","2.21"
"103926","13","13","10","3","9","2.21"
"104098","15","15","12","3","8","2.21"
"104303","12","12","11","1","8","2.21"
"104361","16","16","15","1","13","2.21"
"104554","16","16","13","3","10","2.21"
"104914","16","16","14","2","12","2.21"
"105153","15","15","14","1","11","2.21"
"105429","18","18","17","1","10","2.21"
"105847","11","11","11","0","7","2.21"
"105998","15","15","14","1","7","2.21"
"107688","11","11","10","1","7","2.21"
"107852","10","10","9","1","8","2.21"
"108034","15","15","14","1","11","2.21"
"108169","16","16","13","3","8","2.21"
"108544","14","14","13","1","11","2.21"
"108943","19","19","14","5","8","2.21"
"109055","14","14","12","2","10","2.21"
"109656","19","18","15","4","12","2.21"
"109764","18","18","16","2","14","2.21"
"110393","15","15","13","2","8","2.21"
"110652","15","15","12","3","9","2.21"
"111023","21","21","19","2","11","2.21"
"111788","12","12","11","1","8","2.21"
"112521","15","15","14","1","8","2.21"
"112673","19","19","16","3","11","2.21"
"113158","17","17","17","0","12","2.21"
"113464","16","16","13","3","10","2.21"
"113602","16","16","15","1","12","2.21"
"113727","12","12","10","2","8","2.21"
"114039","17","17","14","3","10","2.21"
"115024","13","13","10","3","7","2.21"
"116456","15","15","13","2","10","2.21"
"116860","11","11","11","0","7","2.21"
"117327","14","14","13","1","8","2.21"
"117344","15","15","15","0","9","2.21"
"100246","11","11","8","3","6","2.20"
"100386","12","12","9","3","6","2.20"
"100736","10","10","9","1","5","2.20"
"100907","8","8","7","1","7","2.20"
"101118","14","14","11","3","6","2.20"
"101676","11","11","7","4","5","2.20"
"101906","9","9","9","0","7","2.20"
"101982","17","17","13","4","8","2.20"
"102047","12","12","10","2","7","2.20"
"102139","13","13","12","1","7","2.20"
"102319","16","16","12","4","8","2.20"
"102411","10","10","10","0","6","2.20"
"102532","15","15","11","4","10","2.20"
"102625","13","13","10","3","6","2.20"
"103319","7","7","7","0","6","2.20"
"103776","13","13","12","1","7","2.20"
"103920","18","18","14","4","11","2.20"
"104176","13","13","11","2","6","2.20"
"104617","12","12","10","2","5","2.20"
"105021","12","12","11","1","11","2.20"
"105472","9","9","9","0","7","2.20"
"105483","11","11","10","1","6","2.20"
"105590","9","9","9","0","5","2.20"
"105685","12","12","12","0","9","2.20"
"105709","12","12","11","1","7","2.20"
"105966","18","18","16","2","14","2.20"
"106267","12","12","11","1","6","2.20"
"106303","14","14","13","1","8","2.20"
"106560","16","16","16","0","9","2.20"
"106575","13","13","12","1","9","2.20"
"106791","10","10","9","1","7","2.20"
"107040","15","15","11","4","7","2.20"
"107441","11","11","9","2","6","2.20"
"107484","16","16","13","3","7","2.20"
"107652","12","12","10","2","6","2.20"
"107973","17","17","15","2","6","2.20"
"108039","13","13","13","0","7","2.20"
"108158","9","9","7","2","7","2.20"
"108171","18","18","15","3","12","2.20"
"108364","10","10","8","2","6","2.20"
"108566","20","20","19","1","11","2.20"
"108874","14","14","14","0","12","2.20"
"109034","9","9","8","1","7","2.20"
"109044","8","8","6","2","6","2.20"
"109056","11","11","10","1","6","2.20"
"109106","12","12","10","2","7","2.20"
"109147","12","12","11","1","7","2.20"
"109747","25","25","23","2","12","2.20"
"109796","9","9","8","1","5","2.20"
"109819","12","12","12","0","7","2.20"
"109846","12","12","11","1","6","2.20"
"110041","12","12","12","0","8","2.20"
"110092","15","15","13","2","9","2.20"
"110236","9","9","8","1","5","2.20"
"110263","10","10","10","0","5","2.20"
"110632","10","10","8","2","6","2.20"
"110717","12","12","11","1","8","2.20"
"110850","9","9","9","0","5","2.20"
"110960","15","15","13","2","10","2.20"
"111169","12","12","11","1","9","2.20"
"111276","12","12","12","0","7","2.20"
"111470","14","14","12","2","6","2.20"
"111565","9","9","7","2","6","2.20"
"111748","13","13","13","0","9","2.20"
"111754","14","14","11","3","6","2.20"
"112058","11","11","8","3","5","2.20"
"112307","13","13","13","0","8","2.20"
"112536","18","18","16","2","9","2.20"
"112656","13","13","13","0","7","2.20"
"112963","14","14","12","2","7","2.20"
"113061","8","8","8","0","5","2.20"
"113084","16","16","12","4","9","2.20"
"113329","12","12","10","2","8","2.20"
"113601","15","15","14","1","11","2.20"
"113622","11","11","11","0","8","2.20"
"113646","9","9","8","1","6","2.20"
"113759","11","11","9","2","5","2.20"
"113848","15","14","13","2","11","2.20"
"114051","10","10","10","0","8","2.20"
"114053","13","13","10","3","5","2.20"
"114446","10","10","9","1","6","2.20"
"114525","13","13","12","1","7","2.20"
"114754","14","14","11","3","6","2.20"
"115022","12","12","10","2","7","2.20"
"115051","11","11","11","0","8","2.20"
"115402","12","12","11","1","9","2.20"
"115436","11","11","11","0","7","2.20"
"115746","18","18","16","2","10","2.20"
"115989","12","12","11","1","7","2.20"
"116167","12","12","11","1","8","2.20"
"116274","10","10","9","1","7","2.20"
"116494","11","11","11","0","6","2.20"
"116539","10","10","9","1","5","2.20"
"116702","7","7","7","0","7","2.20"
"117153","12","12","11","1","8","2.20"
"117444","9","9","8","1","5","2.20"
"117562","12","12","10","2","7","2.20"
"100343","16","16","16","0","11","2.19"
"101431","16","16","14","2","12","2.19"
"102153","20","20","17","3","12","2.19"
"103201","14","14","12","2","9","2.19"
"103254","13","13","13","0","10","2.19"
"103538","12","12","12","0","10","2.19"
"105132","10","10","10","0","9","2.19"
"105190","21","21","17","4","11","2.19"
"108410","17","17","17","0","10","2.19"
"109461","13","13","10","3","9","2.19"
"109648","11","11","11","0","7","2.19"
"110057","14","14","13","1","9","2.19"
"110545","18","18","14","4","11","2.19"
"111999","12","12","12","0","9","2.19"
"112042","15","15","13","2","11","2.19"
"112068","14","14","13","1","9","2.19"
"113813","15","15","14","1","10","2.19"
"114817","12","12","10","2","7","2.19"
"115858","14","14","12","2","10","2.19"
"115937","19","19","17","2","12","2.19"
"116509","16","16","16","0","12","2.19"
"116880","13","13","13","0","10","2.19"
"117036","16","16","15","1","10","2.19"
"117107","13","13","12","1","7","2.19"
"103175","16","16","15","1","11","2.18"
"104605","14","14","12","2","10","2.18"
"113096","16","16","16","0","13","2.18"
"113428","16","16","14","2","11","2.18"
"115015","16","16","15","1","12","2.18"
"100286","15","15","12","3","6","2.17"
"100389","15","15","10","5","8","2.17"
"100784","10","10","10","0","8","2.17"
"100872","7","7","7","0","4","2.17"
"101098","13","13","10","3","8","2.17"
"101117","17","17","13","4","8","2.17"
"101170","10","10","9","1","7","2.17"
"101252","7","7","6","1","4","2.17"
"101366","15","15","13","2","7","2.17"
"101488","10","10","10","0","6","2.17"
"101703","11","11","11","0","6","2.17"
"102215","15","15","12","3","8","2.17"
"102491","11","11","10","1","4","2.17"
"102550","11","11","11","0","7","2.17"
"102876","9","9","7","2","4","2.17"
"103169","14","14","13","1","7","2.17"
"103341","11","11","10","1","6","2.17"
"103388","15","15","15","0","10","2.17"
"103663","17","17","14","3","11","2.17"
"103769","16","16","15","1","12","2.17"
"103974","15","15","12","3","8","2.17"
"104182","9","9","9","0","6","2.17"
"104259","13","13","12","1","9","2.17"
"104372","18","17","18","0","14","2.17"
"104416","13","13","8","5","6","2.17"
"104476","16","16","15","1","9","2.17"
"104637","12","12","12","0","9","2.17"
"104681","11","11","9","2","6","2.17"
"104731","11","11","11","0","8","2.17"
"105023","18","18","14","4","7","2.17"
"105424","17","17","15","2","10","2.17"
"105574","12","12","11","1","4","2.17"
"105598","14","14","14","0","8","2.17"
"105618","15","15","14","1","8","2.17"
"105619","17","17","14","3","12","2.17"
"105995","16","16","16","0","10","2.17"
"106062","8","8","8","0","8","2.17"
"106587","9","9","8","1","6","2.17"
"106701","17","17","16","1","13","2.17"
"107014","11","11","11","0","10","2.17"
"107150","9","9","7","2","6","2.17"
"107262","11","11","10","1","8","2.17"
"107549","14","14","13","1","9","2.17"
"107568","13","13","12","1","7","2.17"
"107664","21","21","19","2","14","2.17"
"107674","12","12","12","0","6","2.17"
"107693","12","12","10","2","8","2.17"
"107746","14","14","14","0","11","2.17"
"107752","12","12","10","2","8","2.17"
"107902","14","14","12","2","7","2.17"
"108017","14","14","14","0","9","2.17"
"108476","13","13","9","4","6","2.17"
"108668","11","11","9","2","4","2.17"
"108753","11","11","9","2","6","2.17"
"108759","11","11","9","2","8","2.17"
"108778","17","17","16","1","12","2.17"
"108862","13","13","12","1","9","2.17"
"108991","11","11","9","2","7","2.17"
"109120","16","16","13","3","11","2.17"
"109172","18","18","17","1","11","2.17"
"109537","9","8","8","1","6","2.17"
"109579","7","7","7","0","4","2.17"
"109613","13","13","12","1","10","2.17"
"109769","12","12","12","0","8","2.17"
"109799","8","8","7","1","4","2.17"
"109906","13","13","13","0","6","2.17"
"110047","14","14","13","1","8","2.17"
"110138","15","15","11","4","8","2.17"
"110147","10","10","9","1","7","2.17"
"110229","23","23","23","0","15","2.17"
"110271","9","9","9","0","7","2.17"
"110515","15","15","12","3","6","2.17"
"110553","11","11","9","2","5","2.17"
"111021","15","15","15","0","10","2.17"
"111189","12","12","11","1","9","2.17"
"111203","16","16","15","1","8","2.17"
"111254","13","13","12","1","8","2.17"
